,Title,Published_date,Views,Likes,Month
5894,Momen Jokowi-Prabowo Naik Jip saat Upacara Penetapan Pasukan Komcad,2021-10-07,3690,37,Oct
5895,PON Papua: Jabar Geser DKI dari Puncak Klasemen,2021-10-07,501,3,Oct
5896,"Keluarga Warkop DKI Apresiasi Permintaan Maaf Warkopi, tapi...",2021-10-07,10398,43,Oct
5897,KPK Dalami soal 'Orang dalam' Azis Syamsuddin di Lembaganya,2021-10-07,1413,6,Oct
5898,Petuah Indro Buat Trio Warkopi: Jauhi Nama Warkop DKI!,2021-10-07,3966,39,Oct
5899,Bebasnya Eks Ketum FPI Saat Habib Rizieq Masih di Balik Jeruji,2021-10-07,13887,92,Oct
5900,Anies: Jakarta Nggak Ada Lagi Macet Karena Angkot Ngetem,2021-10-07,11396,158,Oct
5901,Puluhan Warga Garut Ngaku Dibaiat Aliran Sesat NII,2021-10-07,8842,48,Oct
5902,"Anies: Gagasan itu Penting, Jangan Meremehkan Kata-kata",2021-10-07,1155,15,Oct
5903,Gardu PLN di Kebon Jeruk Terbakar!,2021-10-07,3877,27,Oct
5904,Livestreaming d'Mentor : Kuliner Kekinian Profit Pesat Buntung Cepat,2021-10-06,933,10,Oct
5905,"Dipolisikan Ustaz Solmed, Panitia Pengajian Pasrah!",2021-10-06,74568,346,Oct
5906,"Blak-blakan Brigjen TNI Junior Tumilaar, ""Saya Sakit Hati Babinsa - Warga Diintimidasi Polisi""",2021-10-06,1535326,19766,Oct
5907,"Jalan Trans Papua Bentar Lagi Nyambung, Begini Penampakannya",2021-10-06,2797,70,Oct
5908,"Megawati Digugat Eks Kader Rp 40 Miliar, Ini Kata PDIP",2021-10-06,1092,2,Oct
5909,"Disebut Terima Bayaran Rp 8 Juta untuk Ceramah, Ini Kata Ustaz Solmed",2021-10-06,45855,192,Oct
5910,Momen Warga Permata Buana 'Didemo' Oknum Gegara Protes Jalan,2021-10-06,1249,9,Oct
5911,Kontroversi Pemain Persija di Muaythai PON Papua,2021-10-06,1383,8,Oct
5912,PDIP Tak Masalah Risma Marah-marah: Sudah Begitu Gayanya,2021-10-06,332,5,Oct
5913,Luapan Bahagia Eks Ketum FPI Saat Bebas: Alhamdulillah Kena Matahari,2021-10-06,882,10,Oct
5914,"Telah Bebas, Eks Ketum FPI: Kita Doakan Habib Rizieq Menyusul",2021-10-06,5254,84,Oct
5915,Momen Pertemuan Yuni Shara dan Nagita yang Bikin Heboh Netizen,2021-10-06,1375,10,Oct
5916,"Ridwan Kamil Cerita Diminta Lawan Ahok di Jakarta, Tapi Tak Direstui Ibu",2021-10-06,2829,25,Oct
5917,"Aksi Jambret di Jaktim, Curi HP Emak-emak Lalu Kabur Sambil Meledek",2021-10-06,1057,4,Oct
5918,Momen Bebasnya Eks Ketum FPI Shabri Lubis Cs,2021-10-06,3827,62,Oct
5919,Penjelasan Panitia Garut soal Perseteruan dengan Ustaz Solmed,2021-10-06,852089,4549,Oct
5920,"Ngeden Berlebihan, Bikin Stroke?",2021-10-06,177,5,Oct
5921,"PTM Digelar, Pelajar Malah Tawuran di Lenteng Agung",2021-10-06,1236,6,Oct
5922,"Geger Warga Tangerang Bopong Sejumlah Jenazah, Ini Penjelasannya",2021-10-06,858,6,Oct
5923,Sederet Aksi Pencurian Pakaian Dalam yang Bikin Geleng-geleng Kepala!,2021-10-06,21508,95,Oct
5924,Blak-blakan Hotman Tambunan: Apresiasi Kapolri & Polemik Bendera HTI,2021-10-06,1351,15,Oct
5925,Ucapan Demokrat soal Mega Gulingkan Gus Dur Ini Berujung Permintaan Maaf,2021-10-06,17568,106,Oct
5926,Heboh Mumtaz Rais Sumbang Ponpes Gus Miftah Rp 100 Juta Minta Dukungan 2024!,2021-10-06,11563,40,Oct
5927,"Terapi Kejut Listrik untuk Stroke, Ampuh Kah?",2021-10-06,5943,26,Oct
5928,Cerita Di Balik Kepopuleran Kawasan Kuliner Pasar Lama Tangerang,2021-10-05,650,9,Oct
5929,Ragam Mitos Soal Stroke,2021-10-05,299,3,Oct
5930,Kisah Penyintas Stroke di Usia Muda,2021-10-05,3896,24,Oct
5931,Ridwan Kamil Bicara Kriteria Wakilnya Jika Maju Pilpres 2024,2021-10-05,818,12,Oct
5932,Said Iqbal Jadi Presiden Partai Buruh!,2021-10-05,1528,10,Oct
5933,Ridwan Kamil Terbuka untuk Didukung PAN di Pilpres 2024,2021-10-05,2522,21,Oct
5934,Potret Pameran Alutsista di Depan Istana Saat HUT ke-76 TNI,2021-10-05,2053,64,Oct
5935,Sate Gurita Bakar Gurih nan Kenyal di Pasar Lama Tangerang,2021-10-05,223,1,Oct
5936,Geger Jamur Raksasa di Halaman Rumah Warga Cicalengka Bandung,2021-10-05,784,4,Oct
5937,"Tak Terima Putusan Peradi, Hotma Sitompul Akan Polisikan Hotman Paris",2021-10-05,2810,20,Oct
5938,"Airlangga Disebut Masuk Pandora Papers, Golkar: Sumbernya Belum Jelas",2021-10-05,664,5,Oct
5939,"Frans Sanjaya, Youtuber Spesialis Action Figure Jutaan Rupiah",2021-10-05,964,8,Oct
5940,"Usai Heboh Marah-marah, Kini Risma Nyapu di Makam Viral di Medsos",2021-10-05,923,3,Oct
5941,Momen Jokowi Naik Mobil Golf-Tinjau Alutsista TNI,2021-10-05,3822,33,Oct
5942,"Pimpin Upacara HUT TNI, Jokowi Minta Ubah Kebijakan Pembelanjaan Pertahanan",2021-10-05,817,10,Oct
5943,Pos Bloc Jakarta Sulap Kantor Pos Pasar Baru Jadi Kekinian,2021-10-05,888,16,Oct
5944,"SBY: Sebelum Jadi Presiden, Saya Bertemu GAM Cari Jalan Damai",2021-10-05,2164,32,Oct
5945,Pengakuan Ustaz Encep yang Diviralkan Dilantik Nyi Roro Kidul Jadi Wali,2021-10-05,85192,277,Oct
5946,PPKM Lanjut: Gym Dibuka-Boleh Makan di Bioskop,2021-10-05,309,2,Oct
5947,Momen Jokowi Hampiri PKL yang Bentangkan Spanduk 'Perhatikan Kami',2021-10-05,1412,32,Oct
5948,Bantahan Wagub DKI soal Anies 'Minta Jatah' Antirokok ke Bloomberg,2021-10-05,1074,18,Oct
5949,Pesan Maaf Risma ke Gubernur Rusli Usai Marah-marah Gegara Bansos,2021-10-05,985,16,Oct
5950,Sudah Lihat Belum Venue PON Papua? Keren Lho,2021-10-04,4388,67,Oct
5951,"Pertamax Turbo Turun, Ini Harga BBM Pertamina Terbaru",2021-10-04,6111,29,Oct
5952,Isi Surat yang Sebut Anies Minta 'Jatah' Kampanye Anti-Rokok ke Bloomberg,2021-10-04,1435,9,Oct
5953,"PPKM Diperpanjang, Jabodetabek Tetap Level 3",2021-10-04,691,4,Oct
5954,Saat Jokowi Jajan Jagung di Pinggir Jalan Bareng Puan,2021-10-04,612,10,Oct
5955,Prabowo Turun Ke Jalan Untuk Apresiasi Pekerja Pembangunan RS di Merauke,2021-10-04,8180,76,Oct
5956,Yahukimo Mencekam Usai Kerusuhan yang Tewaskan 6 Warga!,2021-10-04,13447,82,Oct
5957,"PAN Gelar Workshop di Bali Ajak Anies, Sinyal Dukungan 2024?",2021-10-04,5500,61,Oct
5958,"Blak-blakan Brigjen TNI Junior Tumilaar, ""Saya Sakit Hati Babinsa - Warga Diintimidasi Polisi""",2021-10-04,10639,144,Oct
5959,Detik-detik Atlet Gantole Sumbar Jatuh di Rumah Warga,2021-10-04,1002,9,Oct
5960,"Freestyle & Ugal-ugalan di Jalanan, 2 Remaja di Makassar Dibekuk!",2021-10-04,271,6,Oct
5961,Saat Kubu AHY Beri 2 Opsi ke Moeldoko Hingga Ungkap Minta Jabatan ke SBY,2021-10-04,12804,65,Oct
5962,Upacara Militer Iringi Kepergian Sabam Sirait ke Peristirahatan Akhir,2021-10-03,15890,88,Oct
5963,Ketua DPW PAN Papua Abock Busup Tutup Usia,2021-10-03,2572,24,Oct
5964,"Blak-blakan Komjen Boy Rafli Amar, KKB Tak Ganggu PON",2021-10-03,2916,30,Oct
5965,"Intip Petani Milenial Panen Porang, Tanaman Liar yang Hasilkan Cuan",2021-10-03,1091,22,Oct
5966,Alasan Pengunjung Nggak Pakai PeduliLindungi Saat Masuk Pasar,2021-10-03,493,4,Oct
5967,"Pelajar di Polman Bertaruh Nyawa Demi Sekolah, Bupati Janjikan Ini",2021-10-03,1008,6,Oct
5968,Menjelajah Masjid Sriwijaya yang Katanya Jadi Sarang Ular-Babi,2021-10-03,16867,90,Oct
5969,Bendera HTI di KPK No Hoaks,2021-10-03,145272,3318,Oct
5970,"Pak Gatot, Patung Soeharto Ada di Ponorogo Loh",2021-10-02,2087,11,Oct
5971,Momen Kapolda Jateng Tenangkan Pelajar yang Nangis Saat Divaksinasi,2021-10-02,453,2,Oct
5972,Kondisi Terkini Jalan Baru Dicor di Tangerang yang Viral Dilintasi Warga,2021-10-02,1687,7,Oct
5973,Momen Risma Marah-marah Gegara Data Bansos di Gorontalo,2021-10-02,1565,14,Oct
5974,KuTips 5 Tips Biar Kamu Nggak Hipertensi,2021-10-02,642,0,Oct
5975,Tukul Arwana Ditangani 2 Dokter untuk Jalani Terapi,2021-10-02,2261,27,Oct
5976,Jokowi Resmikan 7 Venue PON di Papua,2021-10-02,270,5,Oct
5977,Ada Cuplikan Anies Baswedan di Pelantikan CPNS Bodong Anak Nia Daniaty,2021-10-02,18740,75,Oct
5978,Gubernur Gorontalo Tersinggung Risma Marah dan Ngamuk ke Warganya,2021-10-02,6992,93,Oct
5979,NSS Live IG x BNI EP.7 Bersama Raisa: Perjalanan Sukses Berkarya Sebagai Independent Women,2021-10-01,1088,14,Oct
5980,"Blak-blakan Silmy Karim, Krakatau Steel dari Buntung Jadi Untung",2021-10-01,78801,857,Oct
5981,Momen Jokowi Beli Tas Noken saat Tiba di Papua,2021-10-01,2783,44,Oct
5982,Korban CPNS Bodong Bantah Pembelaan Anak Nia Daniaty,2021-10-01,10166,49,Oct
5983,Sadis! Masih Ada Jalan Kayak Gini di Bogor,2021-10-01,2583,58,Oct
5984,Gelombang Ketiga Diprediksi Terjadi Januari-Februari 2022,2021-10-01,329,1,Oct
5985,"HUT DPD RI ke-17, Jokowi: Sebagai Aspirasi Masyarakat",2021-10-01,338,2,Oct
5986,"Viral Anggota DPRD Ngamuk di Bandara Gorontalo, Tolak Dites Antigen",2021-10-01,1576,7,Oct
5987,Jokowi Vs SBY: Siapa Paling Banyak Tambah Utang?,2021-10-01,3696,22,Oct
5988,Klarifikasi Ustaz Solmed Soal Tudingan Langgar Perjanjian Ceramah,2021-10-01,83673,210,Oct
5989,"Pemalakan-Cegat Mobil di Jalan Kerap Terjadi, Lakukan Ini untuk Antisipasi",2021-10-01,554,5,Oct
5990,Anak Nia Daniaty Minta Polisi Usut soal Tudingan Pemalsuan SK BKN,2021-10-01,3951,22,Oct
5991,"Mang Ade, Sosok yang Temukan Gibran di Gunung Guntur Dapat Hadiah",2021-10-01,26249,318,Oct
5992,"Mirip Raize, Avanza Terbaru Kabarnya Akan Pakai Turbo",2021-10-01,1007,7,Oct
5993,Jokowi-Ma'ruf Peringati Hari Kesaktian Pancasila di Lubang Buaya,2021-10-01,3140,19,Oct
5994,PD ke Yusril: Kalau Demi Uang Jangan Bawa-bawa Demokrasi,2021-10-01,35227,132,Oct
5995,"Ahok-Jokowi Bertemu di Rumah Duka Sabam Sirait, Ingat Nyalon Pilgub DKI",2021-10-01,199899,1739,Oct
5996,"Blak-blakan Komjen Boy Rafli Amar, KKB Tak Ganggu PON",2021-10-01,1716,5,Oct
5997,Saat Megawati Bicara Sanksi Pemecatan Kader di Depan Ganjar,2021-10-01,1868,18,Oct
5998,Kala Jokowi Tak Berpihak ke Moeldoko soal Demokrat,2021-10-01,16708,118,Oct
5999,Heboh Pengendara Ditilang Gegara Bawa Sepeda Dalam Mobil,2021-09-30,26829,354,Sep
6000,Detik-detik Novel Baswedan dkk Tinggalkan Gedung KPK,2021-09-30,5454,48,Sep
6001,Jokowi Melayat ke Rumah Duka Sabam Sirait,2021-09-30,2846,33,Sep
6002,"Kenalkan Firo, Bocah 11 Tahun Jago Drifting",2021-09-30,1223,22,Sep
6003,"Normalisasi Ciliwung Mandek, Ini Buktinya!",2021-09-30,2230,48,Sep
6004,"Berkat 'Bongkaran' Windy Mayang, Pasien Ini Bisa Jalan Lagi",2021-09-30,8462,98,Sep
6005,"Gagal Menjadi Polisi, Tentara dan Guru, Kini Dikenal dengan Fisioterapis",2021-09-30,1477,26,Sep
6006,Sah! Lodewijk F Paulus Dilantik Jadi Waka DPR Gantikan Azis,2021-09-30,632,5,Sep
6007,Kenang Anies akan Sabam Sirait: Senior yang Selalu Berjuang untuk Rakyat,2021-09-30,1741,17,Sep
6008,Wow! Pagar Akuarium Ikan Koi Ini Habiskan Rp 50 Juta,2021-09-30,1500,4,Sep
6009,Tiga Aktivitas Menjaga Keseimbangan Hidup ala Silmy Karim,2021-09-30,372,2,Sep
6010,Sudah Tahu Belum? Ini Lho Arti Kata Avanza-Xenia,2021-09-30,535,2,Sep
6011,Apresiasi 57 Pegawai KPK untuk Tawaran Jadi ASN Polri,2021-09-30,216,2,Sep
6012,Pendiri PDIP Sabam Sirait Wafat,2021-09-30,8635,48,Sep
6013,"Habis Bensin saat Beraksi, Begal di Cianjur Jadi Bulan-bulanan Warga",2021-09-30,1005,5,Sep
6014,"Silmy Karim, Dirut KS Berlatar Pendidikan NATO dan US NAVAL",2021-09-30,8709,78,Sep
6015,Kupas Penghasilan Host Livestreaming Online,2021-09-29,801,7,Sep
6016,D'Mentor : Deteksi Investasi Bodong,2021-09-29,1688,22,Sep
6017,Kata Host Livestreaming Online Tentang Temannya yang 'Nakal',2021-09-29,147,1,Sep
6018,"Blak-blakan Salahudin Rafi, Kertajati Bandara Dahsyat",2021-09-29,12426,164,Sep
6019,Silmy Karim Ungkap Akal-akalan Importir Baja Hindari Pajak,2021-09-29,2068,16,Sep
6020,Pasutri di Makassar Beli Toyota Rush Pakai Uang Receh,2021-09-29,1147,12,Sep
6021,Polri soal Penganiayaan M Kece: Penjaga-Karutan Bareskrim Langgar Disiplin,2021-09-29,221,4,Sep
6022,"Pemicu Kebakaran Lapas Tangerang, Polisi: Instalasi Listrik Acak-acakan",2021-09-29,215,1,Sep
6023,Potret 9 Galon Uang Koin Dipakai Pria Makassar Beli Mobil Rp 271 Juta,2021-09-29,2239,40,Sep
6024,Jurus Silmy Karim Berantas Baja Impor,2021-09-29,2462,21,Sep
6025,Terbahaknya Puan Dikira Adik Megawati,2021-09-29,1139,30,Sep
6026,"Jangan Heran, Ini Playlist yang Didengarkan Jokowi di Dalam Mobil",2021-09-29,1166,24,Sep
6027,Di Balik Amukan Warga Aceh yang Acak-acak Lokasi Vaksinasi,2021-09-29,1496,27,Sep
6028,Dasar Aturan Jokowi Setujui 56 Pegawai KPK Jadi ASN Polri,2021-09-29,1915,15,Sep
6029,PSI Ungkap Alasan Pemecatan Viani Limardi,2021-09-29,2580,28,Sep
6030,"Blak-blakan Silmy Karim, Krakatau Steel dari Buntung Jadi Untung",2021-09-29,2673,16,Sep
6031,Kala Kapolri Mau Tampung 56 Pegawai KPK Jadi ASN Polri,2021-09-29,4391,36,Sep
6032,Kapan Waktu Terbaik Live di TikTok?,2021-09-28,406,4,Sep
6033,Ragam Request Penonton Bigo Live yang Bikin Tegang,2021-09-28,570,2,Sep
6034,"Rapur Interpelasi Anies, Tina Toon: Formula E Nggak Bikin Kenyang!",2021-09-28,7704,45,Sep
6035,"Motif Penembakan Paranormal di Tangerang, Dendam Istri Pelaku Disetubuhi",2021-09-28,1206,3,Sep
6036,"Dipecat PSI, Viani Masih Masuk Sebagai Pengusul Interpelasi Formula E",2021-09-28,1144,4,Sep
6037,"Warga Aceh Barat Daya Mengamuk, Obrak-abrik Lokasi Vaksinasi",2021-09-28,21068,265,Sep
6038,Before-After 'Polisi Tidur' di Pulomas yang Viral Diprotes Pesepeda,2021-09-28,2201,43,Sep
6039,Catat! Ini Jadwal Hari Tanpa Bayangan di Indonesia,2021-09-28,273,2,Sep
6040,"Penampakan di Kawasan Gunung Guntur, Pendaki Diharapkan Jaga Sikap",2021-09-28,2726,10,Sep
6041,"Sering Dicap Penyuka Sesama Jenis, Mario Lawalata Santai",2021-09-28,542,3,Sep
6042,Kondisi Tukul Arwana dari Awal Masuk RS hingga Kini,2021-09-28,2028,7,Sep
6043,Rapat Paripurna Interpelasi Formula E Cuma Dihadiri 27 Anggota DPRD DKI,2021-09-28,8614,38,Sep
6044,Penampakan Pesawat Kargo yang Tergelincir di Bandara Yuvai,2021-09-28,964,25,Sep
6045,"Korban Penipuan CPNS Minta Anak Nia Daniaty Kembalikan Uang Rp 7,9 M",2021-09-28,4773,34,Sep
6046,"Penampakan 'Polisi Tidur' di Pulomas, Diprotes Pesepeda Lalu Dibongkar",2021-09-28,1261,24,Sep
6047,4 Pernyataan Terkini Luhut Binsar untuk Fatia-Haris Azhar,2021-09-28,1102,14,Sep
6048,"SBY Ngetwit 'Hukum Bisa Dibeli', Singgung Siapa?",2021-09-28,3339,14,Sep
6049,"Polisi Bongkar Prostitusi Sesama Jenis di Solo, Juga Layani Threesome Pasutri",2021-09-28,1677,7,Sep
6050,Yahya Waloni Minta Maaf ke Kaum Nasrani,2021-09-27,88261,646,Sep
6051,Sahabat soal Hoax Tukul Meninggal Dunia: Kok Tega?,2021-09-27,3433,6,Sep
6052,"Suasana Pemakaman Bharatu Kurniadi, Brimob Korban Penembakan KKB Papua",2021-09-27,12960,65,Sep
6053,"Ini Lho Penyu Belimbing, Penyu Terbesar di Dunia Muncul di Kalbar",2021-09-27,2855,90,Sep
6054,Saat Pensiunan Polri Jadi Manusia Silver Lalu Ditangkap Satpol PP,2021-09-27,1989,10,Sep
6055,"Mulai Merapat ke KPK, BEM SI: Pecat Firli!",2021-09-27,12759,184,Sep
6056,"Hendak Akad Nikah, Pengantin Pria di Bima Malah Ditendang Calon Mertua",2021-09-27,12794,30,Sep
6057,Viral Pengunjung Nemu Ulat di Makanan dan Tikus di Resto,2021-09-27,1404,8,Sep
6058,Luhut soal Tudingan Bisnis Tambang: Saya Buktikan Bahwa Saya Benar!,2021-09-27,1625,12,Sep
6059,Penampakan Ketatnya Pengamanan KPK Jelang Demo BEM SI,2021-09-27,60875,448,Sep
6060,"Dituding Terlibat Bisnis Tambang di Papua, Luhut: Jangan Sembarang Ngomong!",2021-09-27,2720,33,Sep
6061,Kata Luhut Usai Diperiksa Polda Metro Jaya,2021-09-27,9285,81,Sep
6062,Deretan Aksi Kriminalitas terhadap Ustaz hingga Simbol Agama,2021-09-27,242,1,Sep
6063,Tukang Las dengan Gaji Rp 70 Juta,2021-09-27,642,5,Sep
6064,Survei Indikator: Kepuasan Akan Kinerja Jokowi & Kepercayaan pada KPK Turun,2021-09-27,496,6,Sep
6065,Buka-bukaan Korban Penipuan yang Diduga Dilakukan Anak Nia Daniaty,2021-09-27,11620,39,Sep
6066,"Heboh Program Garansi Polres Pidie Aceh, Pilih Tilang atau Vaksinasi",2021-09-27,765,16,Sep
6067,"Blak-blakan Salahudin Rafi, Kertajati Bandara Dahsyat",2021-09-27,2683,12,Sep
6068,"Dear Pak Jokowi, Ada TKI Sakit Minta Dipulangkan dari Irak",2021-09-27,2048,42,Sep
6069,Detik-detik Penangkapan Preman Pemalak Sopir Truk di Garut!,2021-09-27,34327,212,Sep
6070,"Wanita Cantik Asal Bandung, Ahli 'Bongkar' Tulang dan Sendi",2021-09-26,26779,297,Sep
6071,Kronologi Anak Nia Daniaty Lakukan Penipuan CPNS,2021-09-26,7931,27,Sep
6072,Heboh Rombongan Moge Lintasi Jalan Yang Belum Diresmikan,2021-09-26,1331,5,Sep
6073,"Longsor Terjang 10 Titik di Ciamis, Timbun Jalan Penghubung-Rumah Rusak",2021-09-26,2158,14,Sep
6074,Kondisi Terkini Tukul: Masih di ICU Tapi Ventilator Sudah Copot,2021-09-26,4826,22,Sep
6075,Kafe Outdoor di BSD Ini Tawarkan Suasana Ngopi Serasa di Bandung,2021-09-26,815,13,Sep
6076,"Akhir Kisah Azis Syamsuddin: Terseret Korupsi, Mundur dari DPR RI",2021-09-26,2214,16,Sep
6077,KuTips: Cara Bersihkan File Sampah di Laptop Biar Nggak Lemot,2021-09-26,1187,15,Sep
6078,Karya Ilustrator Lokal Ini Mejeng di Laman Google Arts and Culture,2021-09-25,361,2,Sep
6079,"Viral Harimau Kurus di Medan Zoo, Ini Kata BKSDA Sumut",2021-09-25,572,5,Sep
6080,Polisi Jelaskan Penangkapan Pembunuh Prajurit TNI di Depok,2021-09-25,2751,19,Sep
6081,Momen Pria Cilacap Lari Hingga Tersungkur Demi Bertemu Jokowi,2021-09-25,3191,51,Sep
6082,Klarifikasi 'Warkopi' yang Disebut Tak Beretika,2021-09-25,3837,35,Sep
6083,Motif Pelaku Pembakar Mimbar Masjid Raya Makassar: Sakit Hati!,2021-09-25,23749,180,Sep
6084,Pengakuan Horor Bocah yang Hilang di Gunung Guntur 5 Hari,2021-09-25,15277,128,Sep
6085,200.000 Masker Untuk Pangandaran dari Gerakan Mobil Masker BNPB,2021-09-24,450,4,Sep
6086,"Usai Divonis, Kivlan Zen: Saya Maafkan Wiranto",2021-09-24,12703,58,Sep
6087,NSS Live IG x BNI EP.6 Bersama Raditya Dika : Strategi Perencanaan Diri Dalam Mencapai Kesuksesan,2021-09-24,238,2,Sep
6088,Tok! Kivlan Zen Divonis 4 Bulan dan 15 Hari Bui Kasus Senpi Ilegal,2021-09-24,1141,9,Sep
6089,"7 Perusahaan BUMN yang Mau Dibubarkan Erick Thohir, Apa Saja?",2021-09-24,4656,30,Sep
6090,Komentar Amien Rais soal Sengketa Lahan Rocky Gerung Vs Sentul City,2021-09-24,77409,752,Sep
6091,Gemas! Aksi Lucu Kucing-kucing Ikutan Lomba Makan Lahap,2021-09-24,787,22,Sep
6092,"Aksi Pria Nyaris Bugil saat Balap Liar, Polisi Turun Tangan",2021-09-24,1020,2,Sep
6093,"Jadi Tersangka KPK, Harta Azis Syamsuddin Tembus Rp 100 M",2021-09-24,1862,17,Sep
6094,Daftar Pimpinan DPR yang Jadi Tersangka KPK,2021-09-24,1247,26,Sep
6095,Saat Prabowo-Panglima TNI Tak Hadiri Rapat Buat Komisi I Riuh,2021-09-24,5012,48,Sep
6096,Unik! Bisnis Kekinian di Bidang Kecantikan Pertama yang Bisa Franchise,2021-09-23,1351,598,Sep
6097,Tipe Makan Karyawan,2021-09-23,2687,50,Sep
6098,Kondisi Terkini Tukul Arwana Usai Dilarikan ke RS,2021-09-23,3152,22,Sep
6099,Azis Syamsuddin Jadi Tersangka Dugaan Korupsi di Lampung Tengah,2021-09-23,3104,26,Sep
6100,Riuh Rapat Komisi I Karena Prabowo-Panglima TNI Tak Datang,2021-09-23,2618,16,Sep
6101,"Sosok Pratu Ida Bagus Putu, Prajurit TNI yang Gugur Ditembak KKB",2021-09-23,7616,49,Sep
6102,Vega Darwanti: Mohon Doanya untuk Mas Tukul,2021-09-23,3669,19,Sep
6103,"Di luar Agenda, Jokowi Naik Perahu Demi Sapa Warga di Cilacap",2021-09-23,1443,27,Sep
6104,Begini Kondisi Pembangunan Masjid Sriwijaya Usai Alex Noerdin Tersangka,2021-09-23,8953,56,Sep
6105,Penampakan Kobaran Api Sumur Minyak Ilegal di Jambi,2021-09-23,2552,16,Sep
6106,"Fun Match Owi-Butet Lawan Vincent-Desta, Siapa yang Akan Menang?",2021-09-23,44350,524,Sep
6107,"Awas Operasi Patuh Sampai 3 Oktober, Kena Tilang Dendanya Hingga Rp 3 Juta!",2021-09-23,2700,20,Sep
6108,"Alex Noerdin Tersangka Korupsi Lagi, Terjerat Dua Kasus dalam Sepekan",2021-09-23,12156,125,Sep
6109,Bolehkah Fasos/Fasum Jadi Parkir Liar?,2021-09-22,669,1,Sep
6110,Aksi Ibu-ibu Menggoreng dengan Tangan Nyemplung ke Minyak Mendidih,2021-09-22,18768,139,Sep
6111,"Blak-blakan H Ahmad Syaikhu, CLBK Prematur Anies-Sandi",2021-09-22,4435,36,Sep
6112,6 Tempat Ibadah Ini jadi Bukti Toleransi yang Harmonis,2021-09-22,2084,73,Sep
6113,Resmi Diteken! Ini Daftar Hari Libur Nasional 2022,2021-09-22,1907,17,Sep
6114,Jokowi Singgung Mafia Tanah: Aparat Jangan Ada yang Membekingi!,2021-09-22,1145,22,Sep
6115,Geger Fenomena Ikan Teri Berlompatan di Pantai Selatan Yogya,2021-09-22,2992,15,Sep
6116,Ekspresi Haru Eva Celia Dilamar Saat Ulang Tahun,2021-09-22,2001,8,Sep
6117,Gibran Sindir AHHA PS Pati: Mereka Menguasai Kungfu,2021-09-22,14160,141,Sep
6118,Ustaz Subki Blak-blakan soal Pernikahan Siri Billar dan Lesti,2021-09-22,3143,14,Sep
6119,Begini Pengakuan Pengikut 'Raja' di Pandeglang,2021-09-22,12997,66,Sep
6120,Profil Bupati Koltim yang Kena OTT KPK,2021-09-22,13734,75,Sep
6121,Melihat Kediaman Pria yang Ngaku 'Baginda Raja' di Pandeglang,2021-09-22,29265,147,Sep
6122,Munculnya Korban Baru yang Ngaku Dilecehkan Ayah Taqy Malik,2021-09-22,3598,15,Sep
6123,"Bupati Koltim Kena OTT KPK, Masih Diperiksa di Polda Sultra",2021-09-22,4833,22,Sep
6124,Ahli Mikro Ekspresi Sebut Pembunuhan Ibu-Anak di Subang Lebih Rumit dari Kopi Sianida,2021-09-22,8736,49,Sep
6125,Seks Anal dan Risiko Kesehatannya,2021-09-22,3639,45,Sep
6126,"Gaji Dipotong Gegara Pandemi Corona, Bolehkah?",2021-09-22,466,9,Sep
6127,Ribut-ribut Belasan Satpam dengan Warga Kompleks di Jakbar!,2021-09-22,3370,35,Sep
6128,Seks Anal untuk Hindari Kehamilan?,2021-09-21,7603,40,Sep
6129,"Proyek Apartemen Mangkrak, Tapi Cicilan tetap Berjalan",2021-09-21,696,2,Sep
6130,Menyapa Warga Bantaran Ciliwung yang Bakal Direlokasi ke Pasar Rumput,2021-09-21,3181,63,Sep
6131,Unik! Penampakan Gunung Semeru 'Bertopi' Awan,2021-09-21,795,8,Sep
6132,"Resmikan Pabrik Baja di Banten, Jokowi: Hanya Ada Dua di Dunia",2021-09-21,3207,55,Sep
6133,"Suami Ngamar Bareng PSK, Bagaimana Pembuktiannya Agar Dipidanakan?",2021-09-21,404,3,Sep
6134,"Tiba di KPK, Anies Langsung Pamer Kondisi Covid-19 DKI",2021-09-21,1513,7,Sep
6135,Saat Anies Penuhi Panggilan KPK: Saya Harap Bisa Membantu,2021-09-21,2580,16,Sep
6136,Kemunculan 'Warkopi' Bikin Keluarga Warkop DKI Alami Kerugian,2021-09-21,23715,176,Sep
6137,Giring: Jangan Sampai Indonesia Jatuh ke Tangan Anies Baswedan,2021-09-21,49345,457,Sep
6138,Detik-detik Ustaz di Batam Diserang Orang Tak Dikenal saat Ceramah!,2021-09-21,1057,6,Sep
6139,Indro Warkop Singgung Tata Krama Pemuda 'Warkopi',2021-09-21,1052349,11596,Sep
6140,Gibran Terima Gelar Kanjeng Pangeran dari Keraton Solo,2021-09-20,1009,15,Sep
6141,Ini Isi Surat Terbuka Irjen Napoleon Terkait Penganiayaan M Kace,2021-09-20,8468,54,Sep
6142,Anak di Bawah 12 Tahun Kini Boleh Ngemal Lagi!,2021-09-20,3563,51,Sep
6143,Ini 'Kuda Poni' Selebgram yang Ditangkap saat Live Bugil Masturbasi,2021-09-20,34904,99,Sep
6144,Tak Ada Lagi PPKM Level 4 di Jawa-Bali,2021-09-20,699,21,Sep
6145,3 Orang Saksi Diperiksa di Sidang Kasus Penyelundupan Anjing untuk Konsumsi,2021-09-20,1813,18,Sep
